producer_0	0,1	8100	20000	5500	276623
producer_1	2,3	8101	20010	5510	277379
producer_2	4,5	8102	20020	5520	278135
consumer_0	6,7	8200	30000	5600	278891
consumer_0	6,7	8200	30000	5600	279569
