producer_0	0,1	8100	20000	5500	296024
producer_1	2,3	8101	20010	5510	296780
producer_2	4,5	8102	20020	5520	297538
consumer_0	6,7	8200	30000	5600	298294
consumer_0	6,7	8200	30000	5600	298972
