producer_0	0,1	8100	20000	5500	272514
producer_1	2,3	8101	20010	5510	273270
consumer_0	4,5	8200	30000	5600	274030
consumer_0	4,5	8200	30000	5600	274708
consumer_1	6,7	8201	30010	5610	275466
